country,date,total_vaccinations,fully_vaccinated,daily_vaccinations,vaccines
United Arab Emirates,2021-01-19,2065367,250000,112816,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-20,2161150,250000,109510,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-21,2246069,250000,102605,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-22,2339078,250000,96156,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-23,2426798,250000,89839,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-24,2487789,250000,86430,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-25,2571091,250000,85653,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-26,2677680,250000,87473,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-27,2764450,250000,86186,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-28,2868650,250000,88940,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-29,3006606,250000,95361,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-30,3114167,250000,98196,"Pfizer/BioNTech, Sinopharm"
United Arab Emirates,2021-01-31,3334162,250000,120910,"Pfizer/BioNTech, Sinopharm"
United Kingdom,2020-12-20,669674,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-21,,,46706,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-22,,,46706,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-23,,,46706,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-24,,,46706,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-25,,,46706,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-26,,,46706,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-27,996616,,46706,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-28,,,48055,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-29,,,49404,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-30,,,50753,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2020-12-31,,,52102,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-01,,,53451,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-02,,,54800,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-03,1389655,21808,56148,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-04,,,74419,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-05,,,92690,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-06,,,110961,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-07,,,129232,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-08,,,147503,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-09,,,165774,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-10,2677971,391399,184045,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-11,2843815,412167,181445,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-12,3067541,428232,187114,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-13,3356229,437977,202063,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-14,3678180,443234,221763,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-15,4006440,447261,242366,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-16,4286830,449736,256129,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-17,4514802,452301,262404,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-18,4723443,456866,268518,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-19,5070365,460625,286118,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-20,5437284,464036,297294,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-21,5849899,466796,310246,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-22,6329968,468617,331933,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-23,6822981,469660,362307,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-24,7044048,470478,361321,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-25,7325773,472446,371761,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-26,7638543,474156,366883,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-27,7953250,476485,359424,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-28,8369438,478254,359934,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-29,8859372,480432,361343,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2021-01-30,9468382,491053,377914,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,2020-12-20,556208,,,"Moderna, Pfizer/BioNTech"
United States,2020-12-21,614117,,57909,"Moderna, Pfizer/BioNTech"
United States,2020-12-22,,,127432,"Moderna, Pfizer/BioNTech"
United States,2020-12-23,1008025,,150606,"Moderna, Pfizer/BioNTech"
United States,2020-12-24,,,191001,"Moderna, Pfizer/BioNTech"
United States,2020-12-25,,,215238,"Moderna, Pfizer/BioNTech"
United States,2020-12-26,1944585,,231396,"Moderna, Pfizer/BioNTech"
United States,2020-12-27,,,211379,"Moderna, Pfizer/BioNTech"
United States,2020-12-28,2127143,,216147,"Moderna, Pfizer/BioNTech"
United States,2020-12-29,,,235685,"Moderna, Pfizer/BioNTech"
United States,2020-12-30,2794588,,255223,"Moderna, Pfizer/BioNTech"
United States,2020-12-31,,,278776,"Moderna, Pfizer/BioNTech"
United States,2021-01-01,,,302329,"Moderna, Pfizer/BioNTech"
United States,2021-01-02,4225756,,325882,"Moderna, Pfizer/BioNTech"
United States,2021-01-03,,,336949,"Moderna, Pfizer/BioNTech"
United States,2021-01-04,4563260,,348017,"Moderna, Pfizer/BioNTech"
United States,2021-01-05,4836469,,339372,"Moderna, Pfizer/BioNTech"
United States,2021-01-06,5306797,,358887,"Moderna, Pfizer/BioNTech"
United States,2021-01-07,5919418,,378253,"Moderna, Pfizer/BioNTech"
United States,2021-01-08,6688231,,419933,"Moderna, Pfizer/BioNTech"
United States,2021-01-09,,,461263,"Moderna, Pfizer/BioNTech"
United States,2021-01-10,,,546636,"Moderna, Pfizer/BioNTech"
United States,2021-01-11,8987322,,632009,"Moderna, Pfizer/BioNTech"
United States,2021-01-12,9327138,,641524,"Moderna, Pfizer/BioNTech"
United States,2021-01-13,10278462,,710238,"Moderna, Pfizer/BioNTech"
United States,2021-01-14,11148991,1342086,747082,"Moderna, Pfizer/BioNTech"
United States,2021-01-15,12279180,1610524,798707,"Moderna, Pfizer/BioNTech"
United States,2021-01-16,,,811670,"Moderna, Pfizer/BioNTech"
United States,2021-01-17,,,824632,"Moderna, Pfizer/BioNTech"
United States,2021-01-18,,,837595,"Moderna, Pfizer/BioNTech"
United States,2021-01-19,15707588,2023124,911493,"Moderna, Pfizer/BioNTech"
United States,2021-01-20,16525281,2161419,892403,"Moderna, Pfizer/BioNTech"
United States,2021-01-21,17546374,2394961,913912,"Moderna, Pfizer/BioNTech"
United States,2021-01-22,19107959,2756953,975540,"Moderna, Pfizer/BioNTech"
United States,2021-01-23,20537990,3027865,1057387,"Moderna, Pfizer/BioNTech"
United States,2021-01-24,21848655,3216836,1122182,"Moderna, Pfizer/BioNTech"
United States,2021-01-25,22734243,3346390,1126251,"Moderna, Pfizer/BioNTech"
United States,2021-01-26,23540994,3481921,1119058,"Moderna, Pfizer/BioNTech"
United States,2021-01-27,24652634,3801053,1161050,"Moderna, Pfizer/BioNTech"
United States,2021-01-28,26193682,4263056,1235330,"Moderna, Pfizer/BioNTech"
United States,2021-01-29,27884661,4780888,1253815,"Moderna, Pfizer/BioNTech"
United States,2021-01-30,29577902,5259693,1291416,"Moderna, Pfizer/BioNTech"
United States,2021-01-31,31123299,5657142,1324949,"Moderna, Pfizer/BioNTech"
Wales,2020-12-13,8181,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-14,,,2199,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-15,,,2199,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-16,,,2199,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-17,,,2199,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-18,,,2199,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-19,,,2199,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-20,23575,,2199,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-21,,,2138,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-22,,,2076,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-23,,,2014,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-24,,,1953,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-25,,,1891,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-26,,,1830,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-27,35952,,1768,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-28,,,1801,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-29,,,1835,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-30,,,1868,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2020-12-31,,,1901,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-01,,,1934,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-02,,,1967,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-03,49957,26,2001,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-04,,,2453,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-05,,,2905,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-06,,,3357,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-07,,,3809,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-08,,,4262,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-09,,,4714,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-10,86118,79,5166,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-11,91336,97,5173,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-12,101479,108,5884,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-13,113094,121,6806,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-14,126504,129,7983,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-15,,,8457,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-16,,,8930,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-17,151938,201,9403,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-18,162197,265,10123,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-19,176186,370,10672,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-20,190831,396,11105,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-21,212732,415,12318,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-22,241016,469,15148,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-23,265054,516,17371,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-24,271376,543,17063,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-25,290147,581,18279,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-26,312944,639,19537,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-27,336745,674,20845,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-28,362970,717,21463,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-29,378950,750,19705,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2021-01-30,404249,786,19885,"Oxford/AstraZeneca, Pfizer/BioNTech"
